122160,thue-brawu,0,1,9969,179
204035,Engel+desTodes,0,1,62,380
238963,VincentVega96,281,0,0,530
278715,Alfred+Biolek,0,1,1982,231
290131,Biggilein,445,1,86,364
325212,phil_phly,36,58,590111,118
339337,Kehrmann3,0,1,2999,218
342608,der+slawe,62,1,85,365
399386,%28paintkiller%29,0,1,21,416
402274,gabymaria,0,1,100,359
405243,TexasJim,383,1,1147,253
485965,MichaCologne1,0,1,77,376
486085,visiondream,0,1,192,341
493576,%2AHerkules%2A,340,1,365,297
498769,PaiRaN,155,125,1017041,84
558807,Max1%21,0,0,0,531
580692,fortuna1933,6,5,53429,156
681019,KingGerman88,0,1,47,393
720098,Swordlady,316,1,1492,238
735547,Angelika2702,519,1,5122,197
835383,Mark1990,0,1,1114,254
846718,Chancentod,0,1,21,417
858526,schuschei,0,1,547,277
866518,tatanka-yotanka,0,0,0,532
881114,BIGHARLEY,0,1,533,280
882734,Mr.Lange,0,0,0,533
886370,Wolle-58,409,1,2469,225
910661,freegame,112,212,2117265,17
966986,de+Schmid,0,1,21,418
982237,Lieschen33,0,1,305,305
1078044,McKilroy,531,1,44,399
1106388,lusser,0,0,0,534
1122873,jupiterms,0,0,0,535
1139794,SST07,5,167,1509869,46
1233505,alex.d.d,0,0,0,536
1289661,i3l%40ckterror,509,1,160,345
1309622,PadisaH41,316,0,0,537
1317679,Schatten+Clan,0,1,214,328
1362700,elpolo,74,216,2114751,18
1413071,SAMUZ,1,1,21,419
1447921,AM-Paulchen,430,0,0,538
1555756,Qizzmo,118,0,0,539
1640677,Hermanvaan,464,0,0,540
1682039,DieseZwei,6,103,1011083,85
1702601,Tz1994,5,1,21,420
1731349,-%2ALynchEm,5,150,1545618,43
1799508,Powerline4.0,0,1,21,421
1925874,Lord+Siegel,0,0,0,541
1933807,Tuni97,0,1,1654,235
2053747,B45her,0,1,563,274
2072226,Dr+.M%C3%A4hdrescher,155,133,1304281,66
2076582,die+B%C3%A4rtigen,62,1,1291,247
2078242,Flo+Hoege,3,0,0,542
2161090,Dark+Murder,5,170,1678006,36
2184767,chania,0,1,68,377
2197123,Schuamo91,0,1,249,318
2224563,EC135,0,0,0,543
2301725,mathew01,0,1,21,422
2418171,pm511,0,1,53,386
2444984,Bauernsepp,512,1,1438,242
2543815,Avalon68,389,1,400,292
2613067,does+this+look+infected%3F,0,0,0,544
2679471,Musawwar008,0,0,0,545
2804321,Frida1408,458,0,0,546
2830859,AlexThor,0,0,0,547
2857509,Bist+down+kriegste+Fraun,6,13,128429,144
2905603,A+N+D+R+E+A+S,0,0,0,548
2929287,Mautimus,254,0,0,549
2995090,Wagegg,0,1,21,423
3016955,Suea,117,166,1535868,44
3049448,Rammsess,0,1,254,312
3098895,Dark.Moor,155,139,1278720,69
3107405,KingDingeling,6,111,1140710,79
3156153,Onlylisbeth,0,0,0,550
3210799,fekiks,5,215,2171575,14
3272311,Marcbaba,503,0,0,551
3287479,xaver39,0,1,97,361
3322391,Orion+der+J%C3%A4ger,78,0,0,552
3382451,MatzeMcLeod,458,0,0,553
3411411,B%C3%A4hm.,521,11,57338,153
3431043,armada+flo,155,44,415229,132
3467530,Awesome+Ego,0,1,21,424
3474131,Bountyqueen,282,1,264,310
3481112,ChillBear,458,1,5452,193
7621692,Jafon,207,1,1226,248
7716534,Nick+Augustus,517,1,1800,234
7810677,Haucky,316,0,0,554
7811335,Glorfindel+von+Gondolin,117,168,1792055,30
7811382,semonteria,0,0,0,555
7817139,slim+jk,496,1,479,283
7860348,Vollmond62,178,1,1372,244
7873819,Gerhard1950,0,1,317,303
7917728,Sven39,0,0,0,556
7952060,TwisterBlack,0,1,21,425
7953081,circe01,0,0,0,557
8014171,Zaphod+B.,389,1,1460,240
8037199,Lord+Trumkin+der+Treue,0,1,296,308
8046448,fanaticaldios,0,2,3467,211
8050732,King+in+the+North,117,132,1381823,59
8051928,Muskelkater,74,241,2265059,9
8110441,ANeu,0,1,547,278
8114464,LongSeng,8,0,0,558
8167694,Ohrenarzt,0,1,276,309
8173193,Mirnos,393,6,26756,166
8198979,JustCallMeDaddy,36,87,825601,100
8207383,Opa54,0,1,21,426
8210434,Cartracer93,0,1,21,427
8280090,hart112,18,1,729,267
8290526,isgimlie,163,0,0,559
8312700,Ares20,0,1,21,428
8313863,Betonmischer,222,1,386,294
8318630,Dewa30,36,126,1158627,78
8334947,superxdmann,0,95,915763,94
8369275,bannyb,0,0,0,560
8413320,Erigeron,0,1,826,263
8441109,Lywas318,74,145,1468464,51
8459177,kochl%C3%B6ffelschwenker,340,1,342,298
8487021,graf+pit,0,1,443,286
8503386,Kampf+moni,445,0,0,561
8512513,SirCorgath,0,0,0,562
8535066,niro4,0,1,21,429
8685599,PanterWien,0,1,2956,220
8741614,loeppy1234,0,0,0,563
8748641,Monkeyy+d.+Luffy,0,0,0,564
8751426,schuffelnuff,0,1,46,395
8795689,Miss+Raten,0,1,59,382
8797383,Swissfighter01,0,1,408,289
8822016,Leviathania,0,1,1063,257
8824160,AP10,0,0,0,565
