49559,ARTHURIUS,1691,6,8505,176
73245,Nullpicker,1446,1,894,284
93566,dark+blade,0,0,0,400
99591,Sturmf%40lke,382,57,433271,98
111003,the+dark+kasa,32,1,1236,259
174656,Mulno,79,1,954,279
187349,Beaty,520,1,9096,172
204035,Engel+desTodes,384,1,693,298
236618,pLaYa1990rUs,211,513,6015499,36
238963,VincentVega96,264,419,4085990,54
257510,DrHooxon,141,1,2019,236
275014,Rhana,1702,1,475,321
290131,Biggilein,1643,1,138,385
342608,der+slawe,1173,1,2265,228
405243,TexasJim,514,1,971,276
406907,7on9,120,1,36,391
438481,pharmazeuticus,538,1,402,331
458163,StoopChunk,1510,1,1282,258
466065,PapstPest,1072,1,338,339
591854,Budendropper,122,433,4270788,52
593637,Don+Hag,514,1,2270,227
612742,tron64,18,1,298,345
659722,padi1988,264,21,186696,107
731731,Lord+Schatten,18,12,99715,113
809192,Omni-Man,264,141,1426720,80
836299,super+big+boss,380,1,6927,181
858526,schuschei,514,1,3611,207
879345,DerFriedvolle,46,1,481,319
882734,Mr.Lange,0,1,485,317
918168,Soldat+Roms,1068,1,9554,169
947376,bigboy01,0,0,0,401
950144,delanorte,1705,1,2299,225
959593,P.und+B.,0,1,589,307
982237,Lieschen33,0,1,1401,253
998056,shiva+10,2,1,1235,260
1012156,UdoSlayer,954,1,1921,238
1014994,Ichabessen,58,1125,11144990,14
1027253,jusumi,20,2,19095,147
1065350,Die+Sow%C3%A4ltsche,423,1,182,372
1103024,abbar,0,1,129,383
1113238,schnapsnasenhai,262,1,3420,210
1161362,Bauernkicker,764,1,341,341
1187166,Rene69,27,4,30756,132
1189496,duke+schorsch,1442,1,2293,226
1259273,portobello,0,1,745,294
1266614,t%C3%BCmm+99,122,453,4816326,44
1291828,CommanderCain,563,1,781,289
1296370,Tanitha,32,1,1044,268
1324944,50+Alexander,32,1,2110,233
1345224,PeMaOpilio,1072,1,194,369
1386990,faebum,58,555,5643630,37
1413071,SAMUZ,1695,1,49,390
1587999,lucky0211,1371,3,23012,142
1595491,pateifel,0,1,151,377
1619469,suilenroc,0,5,41589,128
1655530,IckleRonnie,64,0,0,402
1661599,Steier,566,1,6692,183
1689796,Gandalf+Silberbart,538,2,5860,193
1761946,DIeter01,370,1,374,334
1782632,zarteseele,122,153,1528271,76
1938959,Mecki96,471,1,2204,231
2033332,Stammmeister10000,32,1,3396,211
2048415,Superinter,538,3,9299,170
2067883,ElfeNaseweis,18,1,1475,247
2110165,sir+franzl,328,1,6765,186
2362498,spielerix,20,1,10300,163
2444984,Bauernsepp,1617,1,9612,168
2560242,DaSilva1978,450,1,186,370
2560640,baschdi91,891,1,262,352
2566327,Jani444,1091,10,51703,123
2568424,Lorely,154,1,8148,179
2572016,Fumab%C3%A4r,284,1,417,329
2607380,herkules+3,219,2,19621,146
2616969,karl70499,1072,1,728,295
2692451,Lord+Hurricane,296,130,1310693,82
2779521,Jungfrauenschreck,1072,1,570,311
